 unit--timestamp[ms];bma280_x[mg];bma280_y[mg];bma280_z[mg];bmi160_a_x[mg];bmi160_a_y[mg];bmi160_a_z[mg];bmi160_g_x[mDeg];bmi160_g_y[mDeg];bmi160_g_z[mDeg];
122832;-15;37;1027;-41;26;980;976;-671;-244;
122838;-15;46;1027;-40;25;978;915;-610;-244;
122844;-15;42;1027;-40;25;978;854;-671;-305;
122850;-11;41;1027;-41;24;980;854;-671;-305;
122856;-7;44;1033;-42;26;982;976;-732;-305;
122862;-11;39;1021;-42;26;982;976;-732;-305;
122868;-17;41;1029;-42;26;983;976;-732;-305;
122874;-19;37;1027;-42;23;983;915;-610;-366;
122880;-11;41;1029;-42;23;983;915;-610;-366;
122886;-21;39;1027;-41;25;981;915;-610;-244;
122892;-13;37;1027;-41;25;981;915;-610;-244;
122898;-7;39;1027;-43;24;983;976;-610;-183;
122904;-15;39;1031;-43;24;983;976;-610;-183;
122910;-13;35;1029;-42;25;980;915;-549;-305;
122916;-17;35;1029;-42;25;978;915;-610;-244;
122922;-11;41;1027;-42;25;978;915;-610;-244;
122928;-13;42;1027;-42;24;978;976;-610;-366;
122934;-21;41;1027;-42;23;979;1098;-610;-305;
122940;-13;41;1033;-42;23;979;1098;-610;-305;
122946;-15;41;1027;-42;22;981;976;-610;-183;
122952;-11;42;1029;-42;22;981;976;-610;-183;
122958;-13;39;1029;-40;23;980;976;-610;-183;
122964;-15;41;1027;-40;23;980;976;-610;-183;
122970;-17;41;1035;-42;27;981;976;-610;-305;
122976;-17;39;1033;-43;25;980;976;-610;-305;
122982;-15;41;1025;-43;25;980;976;-610;-305;
122988;-17;42;1029;-41;24;978;915;-610;-305;
122994;-23;37;1025;-40;24;978;976;-610;-366;
123000;-11;42;1035;-40;24;978;976;-610;-366;
123006;-11;41;1029;-40;24;978;976;-610;-305;
123012;-17;42;1033;-40;24;978;976;-610;-305;
123018;-17;44;1033;-41;25;982;976;-610;-305;
123024;-11;39;1027;-41;25;982;976;-610;-305;
123030;-19;41;1031;-41;26;981;915;-549;-244;
123036;-11;41;1027;-41;26;979;915;-671;-305;
123042;-9;39;1033;-41;26;979;915;-671;-305;
123048;-15;35;1025;-42;23;985;976;-671;-305;
123054;-9;35;1029;-38;24;980;1037;-549;-305;
123060;-15;35;1021;-38;24;980;1037;-549;-305;
123066;-13;41;1025;-40;25;979;915;-671;-305;
123072;-15;39;1023;-40;25;979;915;-671;-305;
123078;-21;37;1027;-40;25;978;976;-671;-305;
123084;-13;37;1029;-40;25;978;976;-671;-305;
123090;-13;39;1033;-41;26;979;976;-732;-244;
123096;-11;42;1027;-40;25;978;915;-671;-305;
123102;-13;39;1029;-40;25;978;915;-671;-305;
123108;-13;39;1027;-42;23;981;976;-671;-305;
123114;-15;41;1031;-42;24;981;976;-610;-366;
123120;-11;41;1019;-41;25;980;976;-549;-305;
123126;-15;39;1023;-41;25;980;976;-549;-305;
123132;-9;39;1031;-41;25;980;976;-549;-305;
123138;-15;42;1025;-42;26;981;976;-549;-305;
123144;-19;39;1029;-42;26;981;976;-549;-305;
123150;-17;41;1029;-43;25;981;915;-671;-305;
123156;-11;41;1033;-42;25;980;915;-671;-305;
123162;-11;41;1029;-42;25;980;915;-671;-305;
123168;-15;37;1027;-42;25;981;976;-549;-305;
123174;-17;35;1027;-42;26;981;915;-610;-366;
123180;-15;42;1021;-42;26;981;915;-610;-366;
123186;-15;42;1031;-44;25;979;976;-610;-305;
123192;-15;41;1025;-44;25;979;976;-610;-305;
123198;-17;39;1033;-41;25;980;1037;-610;-366;
123204;-9;39;1021;-41;25;980;1037;-610;-366;
123210;-15;39;1033;-41;24;980;976;-671;-366;
123216;-9;37;1027;-42;25;982;1037;-671;-305;
123222;-13;42;1027;-42;25;982;1037;-671;-305;
123228;-15;39;1029;-41;25;979;976;-610;-366;
123234;-15;31;1023;-40;24;980;976;-610;-427;
123240;-15;41;1023;-40;24;980;976;-610;-427;
123246;-15;41;1033;-42;25;977;976;-671;-366;
123252;-17;41;1027;-42;25;977;976;-671;-366;
123258;-13;39;1027;-42;24;977;976;-671;-244;
123264;-15;39;1025;-42;24;977;976;-671;-244;
123270;-11;39;1033;-41;22;981;976;-732;-244;
123276;-17;35;1023;-42;24;979;915;-610;-305;
123282;-9;39;1027;-42;24;979;915;-610;-305;
123288;-17;41;1033;-42;26;977;915;-549;-244;
123294;-9;42;1033;-42;26;979;915;-610;-305;
123300;-17;42;1027;-41;24;982;976;-610;-305;
123306;-19;41;1025;-42;25;979;915;-732;-244;
123312;-13;37;1021;-42;25;979;915;-732;-244;
123318;-15;39;1029;-42;25;979;915;-732;-244;
123324;-17;35;1029;-42;25;979;915;-732;-244;
123330;-13;41;1031;-42;23;981;915;-732;-305;
123336;-11;41;1025;-40;25;980;915;-671;-366;
123342;-13;41;1029;-40;25;980;915;-671;-366;
123348;-9;39;1031;-41;25;979;915;-610;-244;
123354;-13;37;1023;-43;24;977;915;-671;-305;
123360;-11;41;1027;-42;26;982;976;-610;-305;
123366;-17;41;1029;-42;26;982;976;-610;-305;
123372;-13;39;1029;-42;26;982;976;-610;-305;
123378;-17;42;1033;-41;24;981;1037;-610;-305;
123384;-11;42;1027;-41;24;981;1037;-610;-305;
123390;-13;39;1025;-42;24;981;976;-610;-305;
123396;-17;39;1027;-42;26;980;915;-671;-305;
123402;-19;37;1027;-42;26;980;915;-671;-305;
123408;-19;39;1029;-41;26;979;976;-671;-305;
123414;-15;39;1033;-43;23;980;915;-671;-366;
123420;-17;41;1025;-43;23;980;915;-671;-366;
123426;-11;41;1025;-42;24;982;976;-610;-305;
123432;-9;42;1033;-42;24;982;976;-610;-305;
123438;-13;37;1029;-40;26;981;915;-671;-305;
123444;-13;41;1029;-40;26;981;915;-671;-305;
123450;-13;35;1033;-40;24;981;854;-610;-366;
123456;-17;35;1029;-42;25;983;976;-610;-305;
123462;-15;37;1025;-42;25;983;976;-610;-305;
123468;-5;42;1029;-40;26;983;1037;-549;-244;
123474;-9;39;1031;-42;24;981;915;-549;-244;
123480;-15;37;1025;-42;24;981;915;-549;-244;
123486;-13;39;1027;-42;24;980;915;-610;-244;
123492;-17;31;1031;-42;24;980;915;-610;-244;
123498;-17;39;1023;-39;24;981;915;-671;-366;
123504;-15;42;1031;-39;24;981;915;-671;-366;
123510;-13;48;1029;-40;24;981;854;-671;-305;
123516;-19;37;1023;-43;24;981;915;-671;-244;
123522;-13;39;1025;-43;24;981;915;-671;-244;
123528;-9;33;1027;-41;25;981;915;-610;-305;
123534;-15;39;1031;-41;26;979;976;-610;-244;
123540;-13;35;1023;-41;26;979;976;-610;-244;
123546;-13;37;1033;-42;24;981;1037;-610;-305;
123552;-13;39;1031;-42;24;981;1037;-610;-305;
123558;-17;37;1025;-39;24;980;976;-671;-244;
123564;-17;39;1027;-39;24;980;976;-671;-244;
123570;-19;35;1031;-42;25;980;915;-610;-244;
123576;-11;39;1029;-42;24;981;854;-549;-366;
123582;-15;39;1027;-42;24;981;854;-549;-366;
123588;-17;37;1025;-41;26;979;854;-610;-305;
123594;-21;42;1027;-42;26;981;915;-671;-244;
123600;-13;42;1023;-42;26;981;915;-671;-244;
123606;-17;39;1027;-45;25;978;976;-671;-366;
123612;-17;39;1023;-45;25;978;976;-671;-366;
123618;-17;46;1031;-41;24;979;915;-610;-366;
123624;-9;41;1025;-41;24;979;915;-610;-366;
123630;-15;42;1029;-39;25;981;854;-610;-305;
123636;-11;39;1027;-41;25;982;976;-610;-305;
123642;-11;41;1025;-41;25;982;976;-610;-305;
123648;-13;37;1027;-42;25;980;915;-671;-305;
123654;-11;46;1027;-42;26;978;915;-610;-244;
123660;-9;35;1027;-42;26;978;915;-610;-244;
123666;-17;37;1033;-41;25;980;915;-549;-244;
123672;-13;42;1027;-41;25;980;915;-549;-244;
123678;-11;37;1023;-43;24;982;915;-610;-305;
123684;-13;37;1029;-43;24;982;915;-610;-305;
123690;-17;39;1025;-41;24;980;854;-610;-305;
123696;-9;39;1027;-41;24;980;915;-610;-366;
123702;-17;42;1031;-41;24;980;915;-610;-366;
123708;-13;41;1029;-42;24;981;1037;-732;-366;
123714;-13;41;1027;-44;25;982;976;-671;-305;
123720;-19;41;1029;-44;25;982;976;-671;-305;
123726;-11;39;1025;-41;23;981;915;-610;-244;
123732;-19;35;1029;-41;23;981;915;-610;-244;
123738;-15;37;1031;-42;24;981;915;-610;-305;
123744;-15;41;1031;-42;24;981;915;-610;-305;
123750;-17;33;1027;-42;27;982;915;-610;-305;
123756;-13;39;1031;-41;24;982;976;-610;-366;
123762;-15;37;1031;-41;24;982;976;-610;-366;
123768;-17;37;1029;-43;25;983;976;-610;-244;
123774;-9;41;1027;-44;25;983;915;-610;-244;
123780;-13;41;1027;-44;25;983;915;-610;-244;
123786;-11;35;1019;-42;25;981;915;-610;-366;
123792;-15;41;1031;-42;25;981;915;-610;-366;
123798;-17;42;1025;-42;26;979;915;-610;-244;
123804;-17;39;1027;-42;26;979;915;-610;-244;
123810;-17;37;1033;-42;25;984;976;-610;-305;
123816;-21;37;1029;-41;25;980;976;-610;-244;
123822;-17;39;1033;-41;25;980;976;-610;-244;
123828;-13;39;1037;-41;24;976;915;-610;-305;
123834;-13;41;1031;-40;24;983;1037;-549;-305;
123840;-15;33;1029;-43;24;983;915;-671;-305;
123846;-15;42;1029;-40;25;979;915;-732;-305;
123852;-15;39;1027;-40;25;979;915;-732;-305;
123858;-19;41;1033;-40;25;979;915;-732;-305;
123864;-15;41;1025;-40;25;979;915;-732;-305;
123870;-17;41;1031;-41;25;979;1037;-671;-366;
123876;-13;41;1025;-41;25;976;976;-610;-305;
123882;-13;42;1027;-41;25;976;976;-610;-305;
123888;-17;35;1029;-41;25;979;1037;-610;-244;
123894;-15;41;1031;-40;24;980;915;-610;-305;
123900;-13;42;1023;-40;24;980;976;-732;-305;
123906;-13;39;1029;-42;25;981;976;-732;-305;
123912;-13;39;1025;-42;25;981;976;-732;-305;
123918;-7;42;1031;-42;26;980;1037;-671;-305;
123924;-17;42;1029;-42;26;980;1037;-671;-305;
123930;-9;42;1033;-41;25;978;915;-610;-366;
123936;-17;42;1031;-42;26;982;976;-610;-305;
123942;-11;42;1023;-42;26;982;976;-610;-305;
123948;-21;41;1025;-42;26;984;915;-610;-244;
123954;-21;41;1027;-40;23;978;976;-610;-183;
123960;-17;37;1027;-40;23;978;976;-610;-183;
123966;-13;41;1027;-41;24;979;976;-610;-305;
123972;-13;41;1031;-41;24;979;976;-610;-305;
123978;-15;37;1029;-41;27;979;976;-671;-366;
123984;-13;39;1027;-41;27;979;976;-671;-366;
123990;-9;41;1029;-41;25;981;915;-732;-305;
123996;-13;37;1027;-40;24;980;1037;-671;-244;
124002;-17;37;1023;-40;24;980;1037;-671;-244;
124008;-11;41;1033;-43;23;980;976;-671;-305;
124014;-17;41;1029;-44;26;977;976;-732;-244;
124020;-17;39;1023;-44;26;977;976;-732;-244;
124026;-17;42;1025;-44;25;977;1037;-671;-305;
124032;-15;39;1027;-44;25;977;1037;-671;-305;
124038;-19;37;1029;-41;24;980;915;-671;-305;
124044;-17;39;1031;-41;24;980;915;-671;-305;
124050;-11;41;1033;-41;24;980;976;-610;-305;
124056;-15;37;1029;-43;25;978;915;-671;-305;
124062;-19;39;1031;-43;25;978;915;-671;-305;
124068;-13;39;1029;-40;23;978;915;-671;-305;
124074;-5;39;1029;-40;26;978;915;-671;-305;
124080;-13;41;1025;-40;26;978;915;-671;-305;
124086;-15;39;1023;-40;24;978;976;-610;-244;
124092;-13;41;1025;-40;24;978;976;-610;-244;
124098;-17;33;1025;-42;24;979;976;-610;-244;
124104;-11;39;1027;-42;24;979;976;-610;-244;
124110;-17;41;1031;-40;24;982;915;-610;-244;
124116;-11;41;1023;-42;24;981;915;-671;-244;
124122;-17;41;1029;-42;24;981;915;-671;-244;
124128;-17;39;1029;-44;24;977;976;-610;-305;
124134;-13;42;1027;-43;27;979;976;-671;-305;
124140;-17;41;1029;-43;27;979;976;-671;-305;
124146;-15;37;1027;-41;25;980;915;-732;-305;
124152;-19;41;1027;-41;25;980;915;-732;-305;
124158;-15;42;1029;-42;24;978;915;-671;-366;
124164;-13;39;1029;-42;24;978;915;-671;-366;
124170;-15;41;1035;-39;25;979;976;-610;-305;
124176;-13;41;1031;-40;26;983;976;-610;-366;
124182;-15;41;1025;-40;26;983;976;-610;-366;
124188;-15;37;1029;-41;24;980;915;-610;-305;
124194;-17;44;1033;-41;25;980;1037;-793;-305;
124200;-11;39;1029;-41;25;980;1037;-793;-305;
124206;-13;39;1029;-41;25;980;976;-671;-366;
124212;-13;39;1027;-42;26;980;976;-671;-366;
124218;-13;41;1027;-41;24;981;976;-610;-305;
124224;-11;39;1029;-41;24;981;976;-610;-305;
124230;-15;41;1027;-41;24;980;915;-671;-305;
124236;-13;35;1029;-41;24;980;915;-671;-244;
124242;-9;41;1029;-41;23;979;915;-671;-244;
124248;-5;41;1025;-42;25;979;915;-732;-305;
124254;-17;37;1029;-42;25;984;1037;-610;-366;
124260;-13;37;1029;-42;25;984;1037;-610;-366;
124266;-13;39;1027;-42;25;984;976;-671;-305;
124272;-17;41;1031;-43;24;979;976;-671;-305;
124278;-17;41;1025;-43;25;979;976;-671;-244;
124284;-13;39;1025;-43;25;979;976;-671;-244;
124290;-15;39;1027;-44;27;982;915;-610;-305;
124296;-11;31;1029;-44;27;982;915;-671;-305;
124302;-9;39;1027;-41;26;981;915;-671;-305;
124308;-11;39;1027;-43;24;981;915;-671;-244;
124314;-15;35;1027;-42;25;982;976;-610;-366;
124320;-19;39;1029;-42;25;982;976;-610;-366;
124326;-15;41;1031;-42;25;982;976;-732;-244;
124332;-15;41;1027;-40;26;980;976;-732;-244;
124338;-11;42;1029;-41;24;980;915;-732;-305;
124344;-11;42;1027;-41;24;980;915;-732;-305;
124350;-19;33;1027;-42;24;978;1037;-549;-244;
124356;-13;39;1025;-42;24;978;915;-610;-305;
124362;-13;39;1029;-40;23;979;915;-610;-305;
124368;-13;39;1027;-40;24;983;915;-671;-305;
124374;-19;41;1027;-40;25;982;854;-549;-305;
124380;-13;41;1029;-41;23;981;915;-671;-305;
124386;-19;44;1027;-44;22;983;915;-671;-244;
124392;-17;44;1027;-44;22;983;915;-671;-244;
124398;-9;41;1029;-44;22;983;915;-671;-244;
124404;-17;41;1023;-44;22;983;915;-671;-244;
124410;-13;42;1031;-43;25;980;976;-610;-244;
124416;-11;39;1025;-43;25;980;976;-610;-305;
124422;-15;37;1029;-42;24;980;976;-610;-305;
124428;-15;41;1023;-42;24;982;915;-610;-305;
124434;-15;39;1027;-40;24;979;915;-610;-244;
124440;-13;42;1027;-40;24;979;915;-610;-244;
124446;-17;42;1027;-39;25;977;915;-671;-305;
124452;-11;42;1031;-39;25;977;915;-671;-305;
124458;-19;42;1029;-40;25;982;976;-549;-366;
124464;-15;37;1029;-40;25;982;976;-549;-366;
124470;-11;39;1029;-44;24;978;915;-671;-305;
124476;-13;39;1031;-44;24;978;854;-610;-305;
124482;-17;42;1027;-42;23;979;854;-610;-305;
124488;-11;41;1027;-42;26;980;915;-610;-244;
124494;-7;39;1031;-43;25;979;915;-732;-366;
124500;-13;39;1023;-43;25;979;915;-732;-366;
124506;-17;39;1023;-43;25;979;915;-732;-244;
124512;-15;39;1025;-43;25;977;915;-732;-244;
124518;-11;41;1027;-41;24;977;915;-671;-244;
124524;-17;37;1027;-41;24;977;915;-671;-244;
124530;-17;35;1031;-42;24;980;915;-549;-305;
124536;-11;39;1027;-42;24;980;976;-610;-305;
124542;-9;33;1029;-41;25;980;976;-610;-305;
124548;-11;42;1029;-41;25;982;976;-732;-305;
124554;-15;42;1027;-43;25;981;915;-671;-244;
124560;-19;39;1025;-43;25;981;915;-671;-244;
124566;-13;39;1029;-43;25;981;976;-610;-244;
124572;-17;41;1029;-43;26;981;976;-610;-244;
124578;-15;39;1035;-42;27;980;915;-671;-244;
124584;-23;35;1029;-42;27;980;915;-671;-244;
124590;-13;39;1035;-41;24;978;854;-610;-305;
124596;-17;41;1027;-41;24;978;976;-610;-305;
124602;-15;37;1023;-41;26;979;976;-610;-305;
124608;-13;41;1025;-41;24;979;1037;-671;-305;
124614;-11;37;1027;-40;23;981;1037;-671;-244;
124620;-13;42;1025;-40;23;981;1037;-671;-244;
124626;-13;39;1029;-40;23;981;1037;-671;-244;
124632;-13;41;1033;-42;25;979;976;-610;-366;
124638;-19;39;1029;-43;24;978;915;-671;-305;
124644;-17;41;1033;-43;24;978;915;-671;-305;
124650;-9;39;1025;-41;26;979;976;-671;-305;
124656;-13;39;1031;-41;26;979;976;-671;-305;
124662;-9;42;1031;-41;25;978;1037;-610;-305;
124668;-15;41;1027;-39;25;977;1037;-671;-244;
124674;-15;37;1031;-41;26;981;915;-610;-305;
124680;-11;37;1023;-42;26;980;976;-671;-305;
124686;-19;39;1029;-42;25;980;915;-732;-305;
124692;-21;39;1035;-42;25;980;915;-732;-305;
124698;-17;42;1029;-42;25;980;915;-732;-305;
124704;-11;37;1027;-42;25;980;915;-732;-305;
124710;-9;41;1027;-42;24;981;915;-732;-305;
124716;-17;41;1031;-42;24;981;915;-732;-305;
124722;-13;39;1029;-42;24;983;915;-610;-244;
124728;-11;42;1027;-43;24;979;915;-671;-183;
124734;-13;41;1033;-41;25;981;915;-671;-244;
124740;-17;39;1029;-41;25;981;915;-671;-244;
124746;-11;33;1029;-41;25;981;915;-671;-244;
124752;-11;33;1031;-41;25;982;976;-610;-305;
124758;-19;41;1027;-40;26;979;1037;-610;-244;
124764;-15;42;1029;-40;26;979;1037;-610;-244;
124770;-13;42;1027;-41;25;979;1037;-610;-244;
124776;-15;35;1025;-41;25;979;1037;-610;-244;
124782;-11;44;1027;-42;25;978;976;-549;-244;
124788;-15;39;1029;-42;25;982;915;-549;-244;
124794;-15;42;1029;-43;26;979;854;-793;-305;
124800;-7;39;1027;-43;26;979;854;-793;-305;
124806;-13;42;1027;-43;26;979;854;-793;-305;
124812;-15;42;1027;-41;25;982;915;-732;-244;
124818;-15;39;1031;-42;25;980;1037;-610;-244;
124824;-11;39;1029;-42;25;980;1037;-610;-244;
124830;-11;39;1029;-41;26;980;1037;-671;-366;
124836;-19;41;1029;-41;26;980;1037;-671;-366;
124842;-19;37;1029;-40;25;978;915;-610;-305;
124848;-15;37;1027;-41;24;979;915;-610;-305;
124854;-17;39;1033;-42;25;980;915;-610;-305;
124860;-11;41;1027;-42;25;980;915;-610;-305;
124866;-15;37;1027;-42;25;980;915;-610;-305;
124872;-17;39;1029;-43;24;981;915;-671;-244;
124878;-15;37;1031;-39;25;979;976;-610;-244;
124884;-15;41;1025;-39;25;979;976;-610;-244;
124890;-15;39;1021;-42;24;980;915;-610;-305;
124896;-9;35;1033;-42;24;980;915;-610;-305;
124902;-15;39;1025;-42;25;982;976;-610;-305;
124908;-13;37;1029;-42;25;982;976;-610;-244;
124914;-11;42;1031;-41;26;981;976;-549;-305;
124920;-11;42;1029;-43;26;980;915;-610;-366;
124926;-15;41;1027;-41;27;979;915;-610;-366;
124932;-11;37;1023;-41;27;979;915;-610;-366;
124938;-13;33;1023;-41;27;979;915;-610;-366;
124944;-11;44;1027;-41;27;979;915;-610;-366;
124950;-11;41;1023;-44;25;979;915;-671;-305;
124956;-15;39;1029;-44;25;979;915;-671;-305;
124962;-13;41;1031;-42;26;981;976;-671;-305;
124968;-13;44;1029;-42;26;978;915;-610;-366;
124974;-11;42;1029;-42;26;981;976;-610;-244;
124980;-17;39;1029;-42;26;981;976;-610;-244;
124986;-19;41;1027;-41;24;978;976;-610;-244;
124992;-17;39;1031;-41;24;978;976;-610;-244;
124998;-15;41;1023;-40;26;980;976;-549;-305;
125004;-13;39;1025;-40;26;980;976;-549;-305;
125010;-15;37;1023;-43;24;983;915;-610;-305;
125016;-17;37;1029;-43;24;983;915;-610;-305;
125022;-9;37;1029;-41;25;982;915;-671;-305;
125028;-17;41;1027;-43;27;979;1037;-610;-305;
125034;-9;39;1025;-42;25;980;915;-671;-366;
125040;-19;42;1029;-42;25;980;915;-671;-366;
125046;-19;35;1029;-42;25;980;915;-671;-366;
125052;-17;39;1029;-40;25;976;793;-671;-366;
125058;-7;41;1031;-42;26;982;854;-610;-305;
125064;-15;44;1033;-42;26;982;854;-610;-305;
125070;-9;41;1025;-42;24;980;976;-549;-366;
125076;-15;39;1029;-42;24;980;976;-549;-366;
125082;-13;37;1029;-42;26;980;976;-549;-366;
125088;-15;35;1033;-42;26;979;976;-610;-366;
125094;-11;42;1025;-42;24;980;915;-671;-244;
125100;-9;42;1033;-42;24;980;915;-671;-244;
125106;-19;41;1033;-42;24;980;915;-671;-244;
125112;-17;41;1029;-41;24;982;915;-610;-366;
125118;-15;41;1027;-42;26;978;854;-610;-366;
125124;-13;35;1027;-42;26;978;854;-610;-366;
125130;-17;37;1027;-42;27;977;976;-671;-244;
125136;-15;42;1033;-42;27;977;976;-671;-244;
125142;-15;41;1029;-42;25;979;976;-671;-183;
125148;-11;46;1027;-41;26;980;976;-610;-366;
125154;-9;39;1033;-41;26;980;976;-610;-244;
125160;-7;41;1023;-41;26;980;976;-610;-244;
125166;-17;46;1027;-41;26;980;976;-610;-244;
125172;-11;41;1029;-41;24;982;915;-671;-244;
125178;-21;39;1029;-42;24;981;976;-671;-244;
125184;-13;41;1027;-42;24;981;976;-671;-244;
125190;-17;37;1025;-42;24;978;976;-610;-305;
125196;-13;37;1031;-42;24;978;976;-610;-305;
125202;-13;41;1027;-41;27;980;976;-549;-305;
125208;-21;37;1027;-41;24;980;854;-671;-366;
125214;-13;42;1033;-39;25;978;793;-610;-305;
125220;-19;41;1025;-39;25;978;793;-610;-305;
125226;-19;39;1027;-39;25;978;793;-610;-305;
125232;-11;39;1025;-40;27;980;976;-671;-305;
125238;-13;44;1027;-41;25;980;976;-671;-244;
125244;-17;33;1033;-41;25;980;976;-671;-244;
125250;-11;42;1029;-41;23;979;976;-671;-305;
125256;-13;37;1023;-41;23;979;976;-671;-305;
125262;-15;35;1027;-42;25;979;976;-671;-244;
125268;-9;41;1031;-41;24;978;976;-610;-244;
125274;-19;42;1027;-41;24;981;976;-610;-305;
125280;-15;39;1031;-41;24;981;976;-610;-305;
125286;-11;39;1029;-41;24;981;976;-610;-305;
125292;-9;37;1029;-44;25;979;976;-671;-366;
125298;-15;41;1025;-41;25;977;915;-671;-305;
125304;-17;37;1029;-41;25;977;915;-671;-305;
125310;-15;37;1027;-40;23;981;915;-610;-305;
125316;-17;41;1027;-40;23;981;915;-610;-305;
125322;-19;42;1027;-42;24;982;915;-671;-244;
125328;-21;37;1021;-41;25;980;915;-671;-305;
125334;-17;41;1027;-41;25;980;976;-610;-305;
125340;-13;41;1029;-42;24;978;976;-610;-305;
125346;-17;39;1035;-42;24;978;976;-610;-305;
125352;-9;42;1027;-42;24;980;915;-671;-244;
125358;-19;41;1029;-41;24;981;854;-671;-305;
125364;-13;37;1029;-41;24;981;854;-671;-305;
125370;-11;37;1029;-43;24;980;976;-610;-305;
125376;-17;39;1027;-43;24;980;976;-610;-305;
125382;-21;41;1027;-42;27;979;915;-671;-366;
125388;-7;44;1027;-43;25;979;976;-671;-244;
125394;-19;39;1029;-43;25;979;1037;-610;-305;
125400;-11;42;1027;-43;24;981;1037;-610;-305;
125406;-17;39;1027;-43;24;981;1037;-610;-305;
125412;-19;37;1031;-44;26;980;793;-610;-305;
125418;-17;35;1027;-41;25;979;854;-671;-244;
125424;-11;44;1027;-41;25;979;854;-671;-244;
125430;-15;39;1025;-42;23;979;976;-732;-305;
125436;-15;39;1031;-42;23;979;976;-732;-305;
125442;-15;41;1029;-42;26;978;976;-671;-244;
125448;-19;39;1033;-42;24;981;915;-671;-305;
125454;-15;35;1027;-42;24;981;1037;-610;-244;
125460;-15;41;1029;-41;23;978;976;-549;-305;
125466;-9;37;1027;-41;23;979;976;-671;-244;
125472;-19;41;1025;-41;23;979;976;-671;-244;
125478;-13;37;1033;-41;23;979;976;-671;-244;
125484;-15;41;1027;-41;23;979;976;-671;-244;
125490;-17;41;1025;-42;25;979;976;-671;-366;
125496;-19;41;1023;-42;25;979;976;-671;-366;
125502;-11;35;1033;-41;24;982;915;-610;-366;
125508;-17;39;1027;-40;24;978;915;-549;-305;
125514;-17;44;1029;-40;24;978;1037;-610;-305;
125520;-7;39;1027;-41;26;977;1037;-610;-305;
125526;-17;41;1029;-41;26;977;1037;-671;-305;
125532;-17;35;1025;-42;26;981;1037;-671;-305;
125538;-17;41;1027;-40;23;981;915;-671;-183;
125544;-15;37;1021;-40;23;981;915;-671;-183;
125550;-15;41;1025;-42;26;982;976;-671;-305;
125556;-19;46;1031;-42;26;982;976;-671;-305;
125562;-17;37;1027;-41;24;978;915;-549;-366;
125568;-15;39;1029;-39;24;981;915;-610;-305;
125574;-15;39;1029;-39;24;981;915;-671;-305;
125580;-17;39;1029;-43;25;978;915;-671;-305;
125586;-9;41;1027;-43;25;978;915;-671;-305;
125592;-13;42;1031;-42;23;980;854;-610;-366;
125598;-13;39;1025;-41;26;981;976;-610;-366;
125604;-19;39;1029;-41;26;981;976;-610;-366;
125610;-15;39;1023;-40;26;982;976;-671;-244;
125616;-9;37;1027;-40;26;982;976;-671;-244;
125622;-11;39;1031;-39;24;979;854;-671;-305;
125628;-17;37;1027;-41;25;980;915;-732;-305;
125634;-7;37;1027;-41;25;980;976;-610;-305;
125640;-11;39;1031;-43;26;980;976;-610;-305;
125646;-13;39;1029;-43;26;980;976;-610;-305;
125652;-11;39;1027;-42;27;982;976;-610;-244;
125658;-13;35;1025;-43;24;982;915;-610;-305;
125664;-11;39;1033;-43;24;982;915;-610;-305;
125670;-11;37;1031;-41;24;982;915;-610;-366;
125676;-17;37;1025;-41;24;982;915;-610;-366;
125682;-11;39;1029;-42;25;979;915;-610;-305;
125688;-15;41;1023;-42;24;980;915;-671;-183;
125694;-15;35;1031;-42;24;980;915;-610;-366;
125700;-17;37;1033;-42;24;979;915;-610;-366;
125706;-13;42;1025;-42;24;979;915;-610;-366;
125712;-9;35;1031;-42;24;979;915;-610;-305;
125718;-17;39;1021;-40;24;984;915;-610;-305;
125724;-13;42;1025;-40;24;984;915;-610;-305;
125730;-15;37;1029;-41;25;983;915;-671;-366;
125736;-11;41;1029;-41;25;983;915;-671;-366;
125742;-9;39;1027;-41;25;977;976;-671;-305;
125748;-21;39;1027;-41;23;979;976;-732;-305;
125754;-13;37;1031;-41;23;979;976;-610;-244;
125760;-17;39;1033;-41;23;978;976;-610;-244;
125766;-11;44;1023;-41;23;978;976;-610;-244;
125772;-19;37;1029;-42;24;980;915;-671;-244;
125778;-13;39;1031;-42;25;980;1037;-610;-305;
125784;-13;39;1033;-42;25;980;1037;-610;-305;
125790;-5;41;1025;-42;24;980;854;-671;-305;
125796;-17;39;1029;-42;24;980;854;-671;-305;
125802;-15;39;1025;-43;23;981;976;-671;-366;
125808;-13;41;1027;-41;23;981;915;-732;-366;
125814;-11;37;1031;-41;23;981;915;-732;-244;
125820;-15;42;1029;-41;23;981;915;-732;-244;
125826;-17;41;1029;-41;23;981;915;-732;-244;
125832;-17;37;1023;-43;23;983;1037;-610;-183;
125838;-15;37;1031;-41;25;980;915;-549;-244;
125844;-19;33;1031;-41;25;980;915;-549;-244;
125850;-11;35;1029;-40;24;980;976;-671;-366;
125856;-13;42;1029;-40;24;980;976;-671;-366;
125862;-13;39;1031;-40;24;979;915;-610;-305;
125868;-15;39;1029;-41;23;979;976;-671;-366;
125874;-15;44;1029;-41;23;979;976;-610;-366;
125880;-17;37;1025;-41;26;982;976;-610;-366;
125886;-11;37;1029;-41;26;982;976;-610;-366;
125892;-15;42;1029;-39;24;981;915;-610;-305;
125898;-15;39;1027;-42;25;982;915;-610;-305;
